,regio1,newlyConst,balcony,totalRent,yearConstructed,noParkSpaces,hasKitchen,cellar,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,typeOfFlat,noRooms,floor,numberOfFloors,garden,regio2,ID,Tipologia_Affitti,Tipologia_Propieta
107392,Nordrhein_Westfalen,False,True,990.0,2012.0,1.0,False,True,16,137.0,Kleve_Kreis,well_kept,sophisticated,negotiable,Am Steenacker,Am_Steenacker,False,ground_floor,3.0,0.0,2.0,False,Kleve_Kreis,2065,costoso,
107406,Nordrhein_Westfalen,False,True,865.0,1934.0,1.0,True,True,13a,92.88,Gelsenkirchen,well_kept,sophisticated,no,Mentzelstra&szlig;e,Mentzelstraße,False,apartment,3.5,1.0,2.0,True,Gelsenkirchen,2066,costoso,
107453,Nordrhein_Westfalen,False,True,503.21,1999.0,1.0,False,True,5,75.72,Herford_Kreis,well_kept,normal,no,Wasserfuhr,Wasserfuhr,False,apartment,3.0,1.0,4.0,True,Herford_Kreis,2067,economico,trilocale
107458,Nordrhein_Westfalen,False,True,580.0,1960.0,1.0,False,True,3,63.0,Bochum,first_time_use_after_refurbishment,sophisticated,negotiable,Hollandstra&szlig;e,Hollandstraße,False,apartment,3.5,2.0,3.0,True,Bochum,2068,economico,
107460,Nordrhein_Westfalen,False,False,777.5,1962.0,1.0,False,True,34,83.0,Dortmund,fully_renovated,sophisticated,no,Meinertstr.,Meinertstr._,True,maisonette,3.5,2.0,5.0,False,Dortmund,2069,economico,
107462,Nordrhein_Westfalen,True,True,2363.0,2020.0,1.0,False,True,1,144.6,Essen,first_time_use,luxury,negotiable,Tuchmachersteig,Tuchmachersteig,True,apartment,3.0,1.0,3.0,False,Essen,2070,costoso,
107507,Nordrhein_Westfalen,False,True,760.0,2001.0,1.0,False,True,96,88.4,Krefeld,need_of_renovation,normal,no,Moerserstr.,Moerserstr.,False,apartment,3.0,1.0,4.0,False,Krefeld,2071,economico,trilocale
107548,Nordrhein_Westfalen,False,True,560.0,1902.0,1.0,False,True,84 d,52.79,Wesel_Kreis,well_kept,sophisticated,negotiable,Friedenstr.,Friedenstr.,False,apartment,2.0,1.0,2.0,False,Wesel_Kreis,2072,economico,bilocale
107552,Nordrhein_Westfalen,False,True,1370.0,2014.0,2.0,False,True,6,105.0,Dortmund,fully_renovated,sophisticated,no,H&ouml;rder Hafenstra&szlig;e,Hörder_Hafenstraße,True,apartment,3.5,1.0,6.0,False,Dortmund,2073,costoso,
107611,Nordrhein_Westfalen,False,True,940.0,1981.0,1.0,False,True,139,77.0,Rhein_Erft_Kreis,fully_renovated,sophisticated,no,S&uuml;dstra&szlig;e,Südstraße,False,apartment,3.0,2.0,2.0,True,Rhein_Erft_Kreis,2074,medio,trilocale
107656,Nordrhein_Westfalen,False,True,950.0,1969.0,1.0,False,True,2,97.0,Siegen_Wittgenstein_Kreis,fully_renovated,sophisticated,no,Paul-Bonatz-Stra&szlig;e,Paul-Bonatz-Straße,False,apartment,5.0,2.0,2.0,False,Siegen_Wittgenstein_Kreis,2075,costoso,
107663,Nordrhein_Westfalen,True,True,1222.0,2020.0,1.0,False,True,63,121.0,Aachen_Kreis,first_time_use,sophisticated,negotiable,Leuwstra&szlig;e,Leuwstraße,True,penthouse,3.0,3.0,3.0,False,Aachen_Kreis,2076,costoso,
107671,Nordrhein_Westfalen,False,True,990.0,1995.0,1.0,True,True,14,100.0,Dortmund,well_kept,normal,no,Gabelinckstrasse,Gabelinckstrasse,False,maisonette,3.5,2.0,2.0,False,Dortmund,2077,medio,
107685,Nordrhein_Westfalen,True,True,1155.0,2019.0,1.0,False,False,1 b,113.0,Düren_Kreis,first_time_use,sophisticated,no,Schulstr.,Schulstr.,True,apartment,3.0,1.0,2.0,False,Düren_Kreis,2078,costoso,
107739,Nordrhein_Westfalen,False,False,450.0,1953.0,1.0,False,True,2,51.71,Gelsenkirchen,well_kept,normal,negotiable,Brinkmannsweg,Brinkmannsweg,False,apartment,2.5,1.0,2.0,True,Gelsenkirchen,2079,economico,
107772,Nordrhein_Westfalen,False,True,1335.0,1950.0,1.0,True,True,2,103.0,Duisburg,mint_condition,sophisticated,negotiable,K&ouml;sterstra&szlig;e,Kösterstraße,False,ground_floor,3.0,1.0,3.0,True,Duisburg,2080,costoso,
107805,Nordrhein_Westfalen,False,True,1180.0,2007.0,1.0,False,True,80,95.0,Rhein_Erft_Kreis,refurbished,normal,negotiable,Nibelungenstra&szlig;e,Nibelungenstraße,False,apartment,4.0,1.0,6.0,False,Rhein_Erft_Kreis,2081,costoso,
107870,Nordrhein_Westfalen,True,True,1183.53,2019.0,1.0,False,False,91,86.2,Düsseldorf,first_time_use,sophisticated,negotiable,J&uuml;licher Str.,Jülicher_Str.,True,apartment,2.0,1.0,6.0,True,Düsseldorf,2082,economico,
107916,Nordrhein_Westfalen,True,True,1639.0,2019.0,1.0,False,True,14,114.53,Bochum,first_time_use,luxury,negotiable,Ermlandstr.,Ermlandstr.,True,apartment,3.0,1.0,3.0,False,Bochum,2083,costoso,
107967,Nordrhein_Westfalen,False,False,458.0,2007.0,1.0,False,False,4,60.0,Wuppertal,well_kept,normal,no,Handelstra&szlig;e,Handelstraße,False,ground_floor,3.0,1.0,4.0,False,Wuppertal,2084,economico,
108079,Nordrhein_Westfalen,False,True,1266.0,1972.0,1.0,True,True,37,60.0,Düsseldorf,modernized,normal,no,Brunnenstra&szlig;e,Brunnenstraße,True,apartment,2.0,4.0,5.0,False,Düsseldorf,2085,economico,bilocale
108094,Nordrhein_Westfalen,False,True,590.0,1960.0,1.0,False,True,54,66.0,Euskirchen_Kreis,mint_condition,sophisticated,no,Hochstra&szlig;e,Hochstraße,False,apartment,3.0,3.0,4.0,False,Euskirchen_Kreis,2086,economico,
108096,Nordrhein_Westfalen,True,True,1190.88,2018.0,1.0,False,True,436,93.27,Aachen,first_time_use,sophisticated,no,Oberforstbacherstra&szlig;e,Oberforstbacherstraße,True,ground_floor,3.0,0.0,2.0,False,Aachen,2087,costoso,trilocale
108106,Nordrhein_Westfalen,False,True,500.0,1972.0,1.0,False,True,47,52.0,Essen,well_kept,normal,negotiable,Viehofer Str.,Viehofer_Str.,True,apartment,2.0,4.0,5.0,False,Essen,2088,economico,bilocale
108233,Nordrhein_Westfalen,False,True,1145.0,1950.0,1.0,False,True,97,106.0,Krefeld,modernized,normal,negotiable,Dionysiusstrasse,Dionysiusstrasse,False,maisonette,4.0,2.0,4.0,False,Krefeld,2089,costoso,
108246,Nordrhein_Westfalen,False,True,1150.0,1904.0,1.0,True,True,26,104.0,Bochum,well_kept,sophisticated,no,Baldurstrasse,Baldurstrasse,False,maisonette,4.0,2.0,3.0,False,Bochum,2090,costoso,
108297,Nordrhein_Westfalen,False,True,670.0,1975.0,1.0,True,False,49,64.0,Lippe_Kreis,well_kept,sophisticated,no,Wenkenstra&szlig;e,Wenkenstraße,True,apartment,2.0,4.0,5.0,False,Lippe_Kreis,2091,economico,bilocale
108370,Nordrhein_Westfalen,False,True,1086.24,1984.0,1.0,False,True,48a,84.0,Essen,well_kept,sophisticated,negotiable,Moltkestr.,Moltkestr.,True,apartment,2.0,1.0,4.0,False,Essen,2092,medio,
108397,Nordrhein_Westfalen,False,True,1168.0,2014.0,1.0,False,True,55,94.0,Rhein_Sieg_Kreis,mint_condition,sophisticated,no,Im Marienfried,Im_Marienfried,True,apartment,3.0,2.0,3.0,False,Rhein_Sieg_Kreis,2093,costoso,trilocale
108475,Nordrhein_Westfalen,False,True,560.0,1959.0,1.0,False,True,10,64.12,Unna_Kreis,fully_renovated,normal,negotiable,Hans-B&ouml;ckler-Str.,Hans-Böckler-Str.,False,ground_floor,3.0,0.0,3.0,False,Unna_Kreis,2094,economico,
108517,Nordrhein_Westfalen,False,False,733.0,1900.0,1.0,False,True,24,96.0,Hagen,fully_renovated,normal,yes,Delsterner Stra&szlig;e,Delsterner_Straße,False,apartment,4.0,1.0,3.0,False,Hagen,2095,medio,
108548,Nordrhein_Westfalen,False,True,610.0,1886.0,0.0,True,False,21,45.0,Aachen,fully_renovated,sophisticated,no,Krefelder Str.,Krefelder_Str.,False,apartment,2.0,2.0,4.0,False,Aachen,2096,economico,
108646,Nordrhein_Westfalen,False,True,1200.0,1916.0,1.0,False,False,12,110.0,Mettmann_Kreis,modernized,normal,negotiable,Poetengasse,Poetengasse,False,maisonette,4.0,0.0,2.0,False,Mettmann_Kreis,2097,costoso,
108695,Nordrhein_Westfalen,False,True,910.0,1974.0,1.0,False,True,49,93.0,Wuppertal,first_time_use_after_refurbishment,sophisticated,yes,Am Eckbusch,Am_Eckbusch,True,apartment,3.0,7.0,8.0,False,Wuppertal,2098,medio,trilocale
108780,Nordrhein_Westfalen,False,True,1030.0,2016.0,1.0,False,True,24,83.0,Rhein_Sieg_Kreis,mint_condition,sophisticated,yes,Fasanenweg,Fasanenweg,False,ground_floor,2.0,1.0,2.0,False,Rhein_Sieg_Kreis,2099,medio,
108887,Nordrhein_Westfalen,False,True,500.0,1967.0,1.0,True,True,57,31.0,Bonn,well_kept,sophisticated,no,Trierer Strasse,Trierer_Strasse,True,apartment,1.0,7.0,12.0,False,Bonn,2100,economico,monolocale
108993,Nordrhein_Westfalen,False,True,510.0,1963.0,1.0,False,True,1,65.0,Recklinghausen_Kreis,well_kept,normal,no,Neuk&ouml;llner Stra&szlig;e,Neuköllner_Straße,False,apartment,3.0,2.0,2.0,True,Recklinghausen_Kreis,2101,economico,
109019,Nordrhein_Westfalen,True,True,1277.0,2019.0,1.0,False,True,10,125.12,Steinfurt_Kreis,first_time_use,sophisticated,yes,Bevergerner Str.,Bevergerner_Str.,True,roof_storey,3.5,2.0,2.0,False,Steinfurt_Kreis,2102,costoso,
109046,Nordrhein_Westfalen,False,True,995.0,1952.0,1.0,False,True,48,60.66,Düsseldorf,first_time_use,sophisticated,negotiable,Erich-Klausener-Str.,Erich-Klausener-Str.,False,roof_storey,2.0,3.0,3.0,False,Düsseldorf,2103,economico,bilocale
109062,Nordrhein_Westfalen,False,True,820.0,1981.0,1.0,True,True,64,65.0,Essen,well_kept,normal,negotiable,Huffmannstr.,Huffmannstr.,True,apartment,2.5,2.0,2.0,False,Essen,2104,economico,
109073,Nordrhein_Westfalen,False,False,735.0,1900.0,1.0,False,True,26,81.0,Ennepe_Ruhr_Kreis,first_time_use_after_refurbishment,normal,no,Elberfelder Str.,Elberfelder_Str._,False,apartment,3.0,2.0,3.0,False,Ennepe_Ruhr_Kreis,2105,medio,trilocale
109222,Nordrhein_Westfalen,False,True,634.0,1999.0,1.0,False,True,59,59.08,Rheinisch_Bergischer_Kreis,well_kept,normal,negotiable,Scharrenbroicher Str.,Scharrenbroicher_Str.,False,roof_storey,2.0,3.0,3.0,False,Rheinisch_Bergischer_Kreis,2106,economico,bilocale
109243,Nordrhein_Westfalen,False,False,440.0,1953.0,1.0,False,True,202,51.74,Recklinghausen_Kreis,well_kept,normal,negotiable,Halterner Str.,Halterner_Str.,False,apartment,2.0,1.0,2.0,True,Recklinghausen_Kreis,2107,economico,bilocale
109257,Nordrhein_Westfalen,False,True,919.0,1996.0,1.0,False,True,28,82.0,Rhein_Sieg_Kreis,mint_condition,sophisticated,negotiable,Adenauerplatz,Adenauerplatz,False,roof_storey,2.0,2.0,2.0,False,Rhein_Sieg_Kreis,2108,medio,
109317,Nordrhein_Westfalen,False,True,950.0,1987.0,2.0,False,True,21,97.0,Oberbergischer_Kreis,well_kept,sophisticated,no,Grotenbachstr.,Grotenbachstr.,False,apartment,4.0,2.0,3.0,False,Oberbergischer_Kreis,2109,costoso,
109357,Nordrhein_Westfalen,False,True,620.0,1998.0,1.0,False,False,35,63.0,Solingen,well_kept,normal,negotiable,Kotterheidberg,Kotterheidberg,False,roof_storey,2.0,2.0,2.0,False,Solingen,2110,economico,bilocale
109369,Nordrhein_Westfalen,False,True,766.08,2003.0,1.0,False,True,433,95.79,Mülheim_an_der_Ruhr,mint_condition,normal,negotiable,Duisburger Str.,Duisburger_Str.,False,apartment,4.0,1.0,3.0,False,Mülheim_an_der_Ruhr,2111,economico,
109517,Nordrhein_Westfalen,False,True,498.6,1963.0,1.0,False,True,7,54.0,Duisburg,fully_renovated,normal,negotiable,Am Zinkh&uuml;ttenplatz,Am_Zinkhüttenplatz,False,apartment,2.0,1.0,4.0,False,Duisburg,2112,economico,bilocale
109527,Nordrhein_Westfalen,False,False,495.0,1940.0,0.0,False,True,18,70.0,Bochum,well_kept,normal,negotiable,Elsingstr.,Elsingstr.,False,apartment,2.5,1.0,3.0,False,Bochum,2113,economico,
109598,Nordrhein_Westfalen,False,False,600.0,1991.0,1.0,False,True,18,66.78,Duisburg,well_kept,normal,negotiable,Landwehrstr.,Landwehrstr.,True,apartment,2.0,1.0,2.0,False,Duisburg,2114,medio,bilocale
109616,Nordrhein_Westfalen,False,True,800.0,1992.0,1.0,True,False,10,78.7,Wesel_Kreis,well_kept,sophisticated,no,Wiedstra&szlig;e,Wiedstraße,False,apartment,3.0,2.0,3.0,False,Wesel_Kreis,2115,medio,trilocale
109625,Nordrhein_Westfalen,False,False,1200.0,1967.0,1.0,False,True,10,93.0,Rhein_Erft_Kreis,first_time_use_after_refurbishment,luxury,negotiable,Eckumer Weg,Eckumer_Weg,False,roof_storey,3.0,1.0,1.0,False,Rhein_Erft_Kreis,2116,costoso,trilocale
109626,Nordrhein_Westfalen,False,True,1000.0,2009.0,1.0,False,True,71A,104.0,Rhein_Erft_Kreis,mint_condition,sophisticated,no,Amselweg,Amselweg,False,apartment,3.0,1.0,2.0,False,Rhein_Erft_Kreis,2117,medio,
109636,Nordrhein_Westfalen,False,True,860.0,1956.0,2.0,False,True,121,75.0,Herne,fully_renovated,sophisticated,negotiable,Bergstra&szlig;e,Bergstraße,False,apartment,3.5,1.0,2.0,False,Herne,2118,costoso,
109685,Nordrhein_Westfalen,False,True,1126.0,1953.0,1.0,False,True,47,100.55,Krefeld,mint_condition,sophisticated,negotiable,Friedrichstra&szlig;e,Friedrichstraße,False,roof_storey,3.0,3.0,3.0,False,Krefeld,2119,costoso,
109708,Nordrhein_Westfalen,False,True,1260.0,2017.0,1.0,False,False,4,129.5,Gütersloh_Kreis,mint_condition,sophisticated,yes,Neuenkirchener Str.,Neuenkirchener_Str.,False,maisonette,4.0,0.0,2.0,True,Gütersloh_Kreis,2120,costoso,
109733,Nordrhein_Westfalen,True,True,1370.0,2018.0,1.0,True,True,94,78.4,Düsseldorf,first_time_use,sophisticated,no,Werdener Stra&szlig;e,Werdener_Straße,True,apartment,3.0,3.0,4.0,True,Düsseldorf,2121,medio,trilocale
109738,Nordrhein_Westfalen,False,True,650.0,2001.0,1.0,False,False,3,95.0,Gelsenkirchen,modernized,sophisticated,negotiable,Irmgardstrasse,Irmgardstrasse,False,roof_storey,3.5,4.0,34.0,False,Gelsenkirchen,2122,medio,
109755,Nordrhein_Westfalen,False,True,895.0,1982.0,1.0,False,True,24,75.0,Neuss_Rhein_Kreis,first_time_use_after_refurbishment,sophisticated,no,Orffstr.,Orffstr.,False,apartment,3.0,1.0,3.0,False,Neuss_Rhein_Kreis,2123,medio,trilocale
109837,Nordrhein_Westfalen,False,True,1020.0,2018.0,1.0,False,True,8,82.0,Rhein_Erft_Kreis,mint_condition,sophisticated,no,Vochemer Str.,Vochemer_Str.,False,apartment,3.0,1.0,2.0,True,Rhein_Erft_Kreis,2124,medio,trilocale
109852,Nordrhein_Westfalen,False,True,748.0,1978.0,1.0,False,True,9,102.0,Borken_Kreis,well_kept,sophisticated,negotiable,Kornmarkt,Kornmarkt,False,apartment,3.0,2.0,3.0,False,Borken_Kreis,2125,economico,
110003,Nordrhein_Westfalen,False,True,1130.0,2015.0,1.0,True,True,104,75.0,Köln,mint_condition,luxury,negotiable,Wei&szlig;er Hauptstra&szlig;e,Weißer_Hauptstraße,True,apartment,2.0,1.0,2.0,False,Köln,2126,economico,
110076,Nordrhein_Westfalen,False,True,1108.0,2017.0,18.0,False,True,30,102.62,Aachen_Kreis,first_time_use,sophisticated,no,Eichendorffstr.,Eichendorffstr.,True,ground_floor,3.0,0.0,4.0,True,Aachen_Kreis,2127,costoso,
110128,Nordrhein_Westfalen,False,False,595.0,1900.0,0.0,False,True,3,63.0,Ennepe_Ruhr_Kreis,well_kept,normal,negotiable,Casinostra&szlig;e,Casinostraße,False,raised_ground_floor,2.5,1.0,4.0,False,Ennepe_Ruhr_Kreis,2128,economico,
110164,Nordrhein_Westfalen,True,True,865.0,2018.0,1.0,False,True,9,93.0,Steinfurt_Kreis,mint_condition,sophisticated,negotiable,Linnenkampstrasse,Linnenkampstrasse,True,ground_floor,3.0,1.0,3.0,True,Steinfurt_Kreis,2129,medio,trilocale
110191,Nordrhein_Westfalen,False,True,540.0,1959.0,1.0,False,True,14,62.18,Unna_Kreis,fully_renovated,normal,negotiable,Hans-B&ouml;ckler-Str.,Hans-Böckler-Str.,False,other,3.0,1.0,3.0,False,Unna_Kreis,2130,economico,
110201,Nordrhein_Westfalen,False,True,1370.0,2015.0,1.0,True,True,54c,98.13,Wuppertal,well_kept,luxury,negotiable,Hindenburgstra&szlig;e,Hindenburgstraße,True,apartment,3.0,1.0,2.0,False,Wuppertal,2131,costoso,trilocale
110247,Nordrhein_Westfalen,False,True,1150.0,2016.0,1.0,True,True,5,101.0,Aachen,mint_condition,luxury,no,Bonifatiusweg,Bonifatiusweg,True,penthouse,4.0,3.0,3.0,True,Aachen,2132,medio,
110282,Nordrhein_Westfalen,True,True,1640.75,2019.0,1.0,False,True,82,127.5,Ennepe_Ruhr_Kreis,first_time_use,luxury,negotiable,Felderbachstr.,Felderbachstr.,False,maisonette,4.0,0.0,1.0,True,Ennepe_Ruhr_Kreis,2133,costoso,
110332,Nordrhein_Westfalen,True,True,1400.0,2019.0,1.0,True,True,154,79.0,Düsseldorf,first_time_use,sophisticated,negotiable,Suitbertusstra&szlig;e,Suitbertusstraße,True,ground_floor,3.0,0.0,5.0,True,Düsseldorf,2134,medio,trilocale
110500,Nordrhein_Westfalen,False,True,475.0,1997.0,1.0,True,True,30,38.0,Wuppertal,mint_condition,sophisticated,negotiable,Am Engelnberg,Am_Engelnberg,False,apartment,2.0,3.0,4.0,False,Wuppertal,2135,economico,
110620,Nordrhein_Westfalen,True,True,2100.0,2020.0,1.0,False,True,9 C,115.0,Münster,first_time_use,sophisticated,negotiable,Bischopinkstra&szlig;e,Bischopinkstraße,True,ground_floor,3.0,0.0,2.0,True,Münster,2136,costoso,
110741,Nordrhein_Westfalen,False,True,580.0,1965.0,1.0,False,True,24,76.0,Wuppertal,need_of_renovation,normal,negotiable,Deweerthstra&szlig;e,Deweerthstraße,False,apartment,3.0,2.0,4.0,False,Wuppertal,2137,economico,trilocale
110748,Nordrhein_Westfalen,False,True,920.0,2017.0,1.0,False,False,10b,64.0,Rheinisch_Bergischer_Kreis,mint_condition,sophisticated,negotiable,Dammelsfurther  Weg,Dammelsfurther__Weg,False,ground_floor,1.5,1.0,1.0,True,Rheinisch_Bergischer_Kreis,2138,economico,
110834,Nordrhein_Westfalen,False,True,1220.0,2004.0,2.0,False,True,41,109.3,Dortmund,well_kept,normal,negotiable,Bittermarkstra&szlig;e,Bittermarkstraße,True,apartment,4.0,2.0,3.0,False,Dortmund,2139,costoso,
110854,Nordrhein_Westfalen,False,True,580.0,1970.0,1.0,True,True,46,60.0,Krefeld,well_kept,normal,yes,Florastr.,Florastr.,True,ground_floor,2.0,0.0,4.0,False,Krefeld,2140,economico,bilocale
110863,Nordrhein_Westfalen,False,True,561.0,2013.0,1.0,True,False,2,31.0,Münster,mint_condition,sophisticated,no,Lehmkamp,Lehmkamp,True,apartment,1.0,2.0,3.0,False,Münster,2141,economico,monolocale
110869,Nordrhein_Westfalen,False,False,540.0,1960.0,0.0,False,True,186,60.0,Mülheim_an_der_Ruhr,well_kept,normal,no,Max-Halbach-Str.,Max-Halbach-Str.,False,roof_storey,2.0,2.0,2.0,True,Mülheim_an_der_Ruhr,2142,economico,bilocale
110933,Nordrhein_Westfalen,True,True,820.0,2019.0,1.0,False,True,4,54.97,Paderborn_Kreis,first_time_use,sophisticated,no,An der sch&ouml;nen Aussicht,An_der_schönen_Aussicht,False,apartment,2.0,1.0,4.0,False,Paderborn_Kreis,2143,medio,bilocale
110971,Nordrhein_Westfalen,False,True,740.0,1982.0,1.0,False,True,0,78.0,Mönchengladbach,modernized,sophisticated,negotiable,Eibenstr.,Eibenstr.,False,apartment,3.0,2.0,2.0,False,Mönchengladbach,2144,economico,trilocale
110992,Nordrhein_Westfalen,False,False,500.0,1906.0,1.0,False,True,2,54.0,Minden_Lübbecke_Kreis,well_kept,normal,negotiable,Kempstra&szlig;e,Kempstraße,False,apartment,2.0,1.0,3.0,False,Minden_Lübbecke_Kreis,2145,economico,bilocale
111069,Nordrhein_Westfalen,False,True,850.0,1935.0,2.0,True,True,4,126.0,Höxter_Kreis,well_kept,normal,negotiable,Bergstra&szlig;e,Bergstraße,False,apartment,5.0,1.0,2.0,True,Höxter_Kreis,2146,costoso,per famiglie
111162,Nordrhein_Westfalen,True,True,1115.0,2019.0,1.0,False,True,13,93.0,Bielefeld,first_time_use,sophisticated,negotiable,P&ouml;ppelmannstr.,Pöppelmannstr.,True,apartment,3.0,1.0,2.0,True,Bielefeld,2147,costoso,trilocale
111221,Nordrhein_Westfalen,False,False,490.0,1963.0,1.0,False,True,52,55.0,Mönchengladbach,well_kept,normal,negotiable,Schlossstr.,Schlossstr.,False,apartment,2.5,2.0,3.0,False,Mönchengladbach,2148,economico,
111251,Nordrhein_Westfalen,False,True,690.0,1997.0,1.0,False,False,7,74.12,Bielefeld,fully_renovated,normal,negotiable,Epiphanienweg,Epiphanienweg,False,apartment,2.0,1.0,2.0,False,Bielefeld,2149,economico,
111290,Nordrhein_Westfalen,False,True,1150.0,1985.0,1.0,True,True,10,84.0,Köln,fully_renovated,sophisticated,negotiable,Johannesstra&szlig;e,Johannesstraße,False,maisonette,2.0,1.0,3.0,True,Köln,2150,economico,
111391,Nordrhein_Westfalen,False,False,630.0,1989.0,1.0,True,True,28,52.0,Neuss_Rhein_Kreis,negotiable,normal,negotiable,Unter den Hecken,Unter_den_Hecken,False,apartment,2.0,1.0,3.0,False,Neuss_Rhein_Kreis,2151,economico,bilocale
111435,Nordrhein_Westfalen,True,True,1870.0,2018.0,1.0,False,True,40,130.0,Aachen,first_time_use,luxury,yes,Im Brockenfeld-Maria-Theresia-Allee,Im_Brockenfeld-Maria-Theresia-Allee,True,ground_floor,4.0,0.0,3.0,True,Aachen,2152,costoso,
111479,Nordrhein_Westfalen,False,False,650.0,1994.0,1.0,False,True,173,66.36,Aachen_Kreis,fully_renovated,normal,no,Indestra&szlig;e,Indestraße,False,maisonette,3.0,0.0,2.0,False,Aachen_Kreis,2153,economico,
111549,Nordrhein_Westfalen,False,False,690.0,1911.0,1.0,True,True,66,60.0,Solingen,modernized,normal,negotiable,Konrad-Adenauer-Stra&szlig;e,Konrad-Adenauer-Straße,False,apartment,3.0,1.0,3.0,False,Solingen,2154,economico,
111599,Nordrhein_Westfalen,False,True,680.0,1974.0,1.0,True,False,2,34.0,Düsseldorf,well_kept,normal,negotiable,Wettinerstra&szlig;e,Wettinerstraße,True,other,1.0,1.0,3.0,False,Düsseldorf,2155,economico,monolocale
111632,Nordrhein_Westfalen,False,True,695.0,1950.0,2.0,False,False,1,88.5,Paderborn_Kreis,fully_renovated,normal,negotiable,Dorfstra&szlig;e,Dorfstraße,False,apartment,3.0,1.0,2.0,False,Paderborn_Kreis,2156,economico,trilocale
111635,Nordrhein_Westfalen,False,True,1110.0,1998.0,1.0,True,True,283,88.0,Rhein_Erft_Kreis,refurbished,sophisticated,no,Herm&uuml;lheimer Stra&szlig;e,Hermülheimer_Straße,False,maisonette,3.0,2.0,3.0,True,Rhein_Erft_Kreis,2157,medio,trilocale
111647,Nordrhein_Westfalen,True,True,1390.0,2018.0,1.0,False,False,6-8,112.0,Düren_Kreis,first_time_use,luxury,negotiable,Heidgasse,Heidgasse,True,penthouse,3.0,2.0,2.0,False,Düren_Kreis,2158,costoso,
111718,Nordrhein_Westfalen,False,False,590.0,2018.0,1.0,False,True,24,98.0,Kleve_Kreis,well_kept,normal,no,Baustr.,Baustr.,False,apartment,3.0,1.0,3.0,False,Kleve_Kreis,2159,economico,trilocale
111737,Nordrhein_Westfalen,False,True,620.0,1939.0,0.0,True,True,xx,60.0,Köln,fully_renovated,normal,no,Servatiusstra&szlig;e,Servatiusstraße,False,apartment,2.5,0.0,3.0,True,Köln,2160,economico,
111740,Nordrhein_Westfalen,False,False,480.0,1983.0,1.0,False,True,29,50.0,Recklinghausen_Kreis,well_kept,normal,no,Hellweg,Hellweg,False,roof_storey,2.0,2.0,2.0,True,Recklinghausen_Kreis,2161,economico,bilocale
111751,Nordrhein_Westfalen,True,True,1110.0,2020.0,2.0,True,True,8,70.0,Aachen_Kreis,first_time_use,sophisticated,negotiable,Josef-Aretz-Str.,Josef-Aretz-Str.,True,penthouse,2.0,2.0,2.0,False,Aachen_Kreis,2162,costoso,
111828,Nordrhein_Westfalen,False,True,970.0,1987.0,1.0,True,True,83,83.0,Märkischer_Kreis,fully_renovated,sophisticated,negotiable,Germanenstr. (Oeneking),Germanenstr._(Oeneking),False,ground_floor,3.5,0.0,2.0,False,Märkischer_Kreis,2163,costoso,
111958,Nordrhein_Westfalen,False,True,750.0,1973.0,1.0,False,True,1,85.0,Oberbergischer_Kreis,fully_renovated,sophisticated,negotiable,Wiesenstr.,Wiesenstr.,False,apartment,4.0,0.0,3.0,False,Oberbergischer_Kreis,2164,medio,
111994,Nordrhein_Westfalen,False,True,610.0,1973.0,1.0,False,True,1 a,68.0,Oberbergischer_Kreis,fully_renovated,sophisticated,negotiable,Erlenweg,Erlenweg,False,apartment,3.0,2.0,3.0,False,Oberbergischer_Kreis,2165,economico,
112068,Nordrhein_Westfalen,True,True,1565.0,2019.0,2.0,False,True,76,128.0,Dortmund,first_time_use,sophisticated,negotiable,Lichtendorfer Str.,Lichtendorfer_Str.,False,ground_floor,4.5,1.0,3.0,False,Dortmund,2166,costoso,per famiglie
112127,Nordrhein_Westfalen,False,True,1415.18,2015.0,1.0,False,True,31,108.14,Mönchengladbach,mint_condition,sophisticated,no,Antonie-B&ouml;tzelen-Ring,Antonie-Bötzelen-Ring,True,ground_floor,4.0,0.0,0.0,True,Mönchengladbach,2167,costoso,
112190,Nordrhein_Westfalen,False,True,575.0,2017.0,1.0,True,True,103-107,25.0,Aachen,first_time_use,luxury,no,Alexanderstra&szlig;e,Alexanderstraße,True,apartment,1.0,3.0,4.0,False,Aachen,2168,economico,monolocale
112199,Nordrhein_Westfalen,False,False,660.0,1904.0,1.0,False,True,0000,78.0,Gelsenkirchen,fully_renovated,normal,negotiable,Middelicherstr.,Middelicherstr.,False,other,3.5,1.0,2.0,True,Gelsenkirchen,2169,medio,
112266,Nordrhein_Westfalen,True,True,1410.0,2019.0,1.0,True,False,4,95.0,Wuppertal,first_time_use,sophisticated,negotiable,Kempers H&auml;uschen,Kempers_Häuschen,True,penthouse,3.0,4.0,4.0,True,Wuppertal,2170,costoso,trilocale
112277,Nordrhein_Westfalen,False,False,1140.0,1974.0,1.0,False,True,5,93.0,Neuss_Rhein_Kreis,fully_renovated,sophisticated,negotiable,Einsteinstra&szlig;e,Einsteinstraße,True,roof_storey,3.0,4.0,4.0,False,Neuss_Rhein_Kreis,2171,costoso,trilocale
112286,Nordrhein_Westfalen,False,True,1760.0,2010.0,1.0,False,True,17,105.8,Düsseldorf,well_kept,sophisticated,negotiable,Derendorfer Allee,Derendorfer_Allee,True,ground_floor,3.0,0.0,4.0,False,Düsseldorf,2172,costoso,
