,Unnamed: 0,regio1,newlyConst,balcony,totalRent,yearConstructed,noParkSpaces,hasKitchen,cellar,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,typeOfFlat,noRooms,floor,numberOfFloors,garden,regio2,ID,Tipologia_Affitti,Tipologia_Propieta,Cluster
2347,120330,Nordrhein_Westfalen,False,True,960.0,1982.0,1.0,True,True,31,90.0,Dortmund,well_kept,sophisticated,negotiable,Bollwerkstra&szlig;e,Bollwerkstraße,False,maisonette,3.0,2.0,2.0,True,Dortmund,2348,medio,trilocale,3
2348,120402,Nordrhein_Westfalen,False,True,820.0,1965.0,1.0,False,True,26,100.0,Euskirchen_Kreis,fully_renovated,normal,negotiable,Sch&uuml;tzenstra&szlig;e,Schützenstraße,False,ground_floor,3.0,0.0,1.0,True,Euskirchen_Kreis,2349,medio,,1
2349,120426,Nordrhein_Westfalen,True,True,850.0,2020.0,1.0,False,True,73,70.0,Wuppertal,first_time_use,sophisticated,yes,Ehrenberger Stra&szlig;e,Ehrenberger_Straße,True,penthouse,2.0,2.0,2.0,False,Wuppertal,2350,medio,,2
2350,120487,Nordrhein_Westfalen,False,True,710.0,1992.0,1.0,False,True,5,56.0,Mettmann_Kreis,well_kept,normal,no,Hitdorfer Stra&szlig;e,Hitdorfer_Straße,True,ground_floor,2.0,0.0,4.0,True,Mettmann_Kreis,2351,economico,bilocale,1
2351,120491,Nordrhein_Westfalen,False,True,1300.39,2015.0,2.0,False,True,3,105.0,Neuss_Rhein_Kreis,mint_condition,sophisticated,negotiable,von Arenberg Stra&szlig;e,von_Arenberg_Straße,False,penthouse,3.5,2.0,2.0,False,Neuss_Rhein_Kreis,2352,costoso,,2
2352,120508,Nordrhein_Westfalen,True,True,1478.0,2019.0,1.0,False,True,35,119.0,Lippe_Kreis,first_time_use,sophisticated,negotiable,Heldmannstra&szlig;e,Heldmannstraße,True,apartment,4.0,2.0,3.0,False,Lippe_Kreis,2353,costoso,,2
2353,120539,Nordrhein_Westfalen,False,True,860.0,1994.0,1.0,False,False,1,61.0,Bonn,well_kept,normal,no,Christoph-Fischer-Weg,Christoph-Fischer-Weg,False,apartment,2.0,1.0,2.0,False,Bonn,2354,economico,bilocale,1
2354,120577,Nordrhein_Westfalen,True,True,636.75,2020.0,1.0,False,True,6,65.72,Münster,first_time_use,sophisticated,no,Jacob-von-Korbach-Weg,Jacob-von-Korbach-Weg,False,ground_floor,2.0,0.0,2.0,False,Münster,2355,economico,bilocale,3
2355,120579,Nordrhein_Westfalen,False,True,1500.0,1985.0,1.0,True,True,26,105.0,Neuss_Rhein_Kreis,fully_renovated,sophisticated,negotiable,Gr&uuml;nstra&szlig;e,Grünstraße,False,apartment,3.0,1.0,2.0,False,Neuss_Rhein_Kreis,2356,costoso,,3
2356,120748,Nordrhein_Westfalen,True,True,2950.0,2019.0,2.0,True,True,65,163.0,Mettmann_Kreis,first_time_use,sophisticated,no,Peckhauserstr.,Peckhauserstr.,True,penthouse,6.0,3.0,3.0,False,Mettmann_Kreis,2357,costoso,per famiglie,2
2357,120757,Nordrhein_Westfalen,False,False,450.0,1998.0,1.0,True,True,30,50.0,Warendorf_Kreis,modernized,sophisticated,no,Fischerstrasse,Fischerstrasse,False,apartment,2.0,1.0,1.0,False,Warendorf_Kreis,2358,economico,bilocale,3
2358,120777,Nordrhein_Westfalen,False,True,1215.0,2012.0,1.0,True,False,14 A,102.0,Kleve_Kreis,mint_condition,sophisticated,yes,Julius-Leber-Stra&szlig;e,Julius-Leber-Straße,False,ground_floor,4.0,0.0,1.0,True,Kleve_Kreis,2359,costoso,,3
2359,120786,Nordrhein_Westfalen,False,True,710.0,1951.0,2.0,False,True,8,77.0,Wesel_Kreis,fully_renovated,sophisticated,no,Goethestr,Goethestr,False,apartment,3.0,1.0,3.0,True,Wesel_Kreis,2360,medio,trilocale,3
2360,120872,Nordrhein_Westfalen,False,False,765.0,1968.0,1.0,False,True,26,68.4,Mettmann_Kreis,fully_renovated,sophisticated,no,Thomas-Mann-Str.,Thomas-Mann-Str.,False,apartment,2.0,-1.0,2.0,False,Mettmann_Kreis,2361,economico,bilocale,3
2361,120941,Nordrhein_Westfalen,False,True,540.0,1996.0,1.0,False,True,8,56.0,Unna_Kreis,well_kept,sophisticated,negotiable,Overberger Stra&szlig;e,Overberger_Straße,False,roof_storey,2.0,3.0,3.0,False,Unna_Kreis,2362,economico,bilocale,0
2362,120942,Nordrhein_Westfalen,True,True,2960.0,2019.0,1.0,True,True,7-9,133.76,Düsseldorf,first_time_use,luxury,negotiable,Quirinstr.,Quirinstr.,True,apartment,3.5,1.0,5.0,False,Düsseldorf,2363,costoso,,2
2363,121143,Nordrhein_Westfalen,False,True,740.0,2008.0,1.0,False,True,26,72.0,Neuss_Rhein_Kreis,mint_condition,sophisticated,negotiable,Rotdornstrasse,Rotdornstrasse,True,apartment,2.0,1.0,2.0,False,Neuss_Rhein_Kreis,2364,economico,,3
2364,121221,Nordrhein_Westfalen,False,True,680.0,1998.0,1.0,False,True,16,63.7,Duisburg,fully_renovated,sophisticated,no,Weserstra&szlig;e,Weserstraße,False,roof_storey,3.0,2.0,2.0,False,Duisburg,2365,medio,,3
2365,121339,Nordrhein_Westfalen,False,False,654.0,1960.0,0.0,False,True,4,87.0,Duisburg,fully_renovated,normal,negotiable,Pothmannstr.,Pothmannstr.,False,roof_storey,3.5,2.0,2.0,True,Duisburg,2366,medio,,1
2366,121376,Nordrhein_Westfalen,False,False,1370.0,2002.0,1.0,True,True,22,58.0,Düsseldorf,mint_condition,luxury,no,Ernst-Gnoss-Strasse,Ernst-Gnoss-Strasse,True,other,2.0,8.0,18.0,False,Düsseldorf,2367,medio,bilocale,2
2367,121428,Nordrhein_Westfalen,True,True,785.0,2019.0,1.0,False,True,7,59.0,Wesel_Kreis,first_time_use,sophisticated,negotiable,Knappenring,Knappenring,True,apartment,2.5,1.0,3.0,True,Wesel_Kreis,2368,medio,,3
2368,121534,Nordrhein_Westfalen,False,True,910.0,1996.0,1.0,False,True,12,77.64,Rhein_Erft_Kreis,fully_renovated,sophisticated,negotiable,Gustav-Heinemann-Stra&szlig;e,Gustav-Heinemann-Straße,True,ground_floor,3.0,0.0,4.0,True,Rhein_Erft_Kreis,2369,economico,trilocale,3
2369,121573,Nordrhein_Westfalen,True,True,1090.0,2018.0,1.0,False,True,10a,90.0,Ennepe_Ruhr_Kreis,first_time_use,sophisticated,no,August-Bendler-Stra&szlig;e,August-Bendler-Straße,True,apartment,3.5,1.0,3.0,False,Ennepe_Ruhr_Kreis,2370,costoso,,3
2370,121606,Nordrhein_Westfalen,False,True,650.0,1996.0,1.0,False,True,1,65.0,Solingen,well_kept,sophisticated,no,Hammerfeldweg,Hammerfeldweg,True,maisonette,1.5,4.0,4.0,False,Solingen,2371,economico,,3
2371,121707,Nordrhein_Westfalen,False,True,882.0,2008.0,1.0,True,True,16,64.0,Rhein_Erft_Kreis,mint_condition,sophisticated,negotiable,H&uuml;rther Bogen,Hürther_Bogen,True,apartment,2.0,1.0,4.0,False,Rhein_Erft_Kreis,2372,economico,bilocale,3
2372,121749,Nordrhein_Westfalen,True,True,1520.0,2018.0,1.0,False,True,13-17,91.0,Köln,first_time_use,sophisticated,negotiable,Karlheinz-Steimel-Weg,Karlheinz-Steimel-Weg,True,roof_storey,3.0,4.0,4.0,False,Köln,2373,costoso,trilocale,2
2373,121750,Nordrhein_Westfalen,False,True,955.0,1969.0,1.0,True,True,1,103.0,Märkischer_Kreis,modernized,sophisticated,no,Goldacker,Goldacker,False,ground_floor,4.0,0.0,3.0,True,Märkischer_Kreis,2374,costoso,,3
2374,121757,Nordrhein_Westfalen,False,True,481.8,1962.0,1.0,False,True,9,52.0,Duisburg,fully_renovated,normal,negotiable,Am Zinkh&uuml;ttenplatz,Am_Zinkhüttenplatz,False,apartment,2.0,3.0,4.0,False,Duisburg,2375,economico,bilocale,1
2375,121939,Nordrhein_Westfalen,False,False,546.24,1963.0,1.0,False,False,77,76.0,Recklinghausen_Kreis,modernized,normal,no,Sch&uuml;tzenstra&szlig;e,Schützenstraße,False,apartment,3.0,1.0,4.0,False,Recklinghausen_Kreis,2376,economico,trilocale,1
2376,121943,Nordrhein_Westfalen,False,False,1195.0,1905.0,1.0,True,True,12,109.0,Düsseldorf,well_kept,sophisticated,no,Kappeler Str.,Kappeler_Str.,False,raised_ground_floor,2.5,1.0,3.0,False,Düsseldorf,2377,economico,,3
2377,122019,Nordrhein_Westfalen,False,True,635.0,1971.0,1.0,False,True,28,56.54,Krefeld,well_kept,normal,negotiable,Nie&szlig;enstr.,Nießenstr.,True,apartment,2.0,1.0,2.0,True,Krefeld,2378,economico,bilocale,1
2378,122084,Nordrhein_Westfalen,False,False,630.0,1919.0,1.0,False,True,100,56.0,Mettmann_Kreis,refurbished,normal,no,Eggerscheidter Str.,Eggerscheidter_Str.,False,apartment,2.5,1.0,2.0,False,Mettmann_Kreis,2379,economico,,1
2379,122100,Nordrhein_Westfalen,False,True,680.0,1969.0,1.0,False,True,68,72.9,Essen,fully_renovated,normal,negotiable,Kleine Hammerstra&szlig;e,Kleine_Hammerstraße,False,other,3.0,1.0,3.0,False,Essen,2380,economico,trilocale,1
2380,122142,Nordrhein_Westfalen,True,True,1355.0,2017.0,2.0,True,False,1,110.0,Mettmann_Kreis,fully_renovated,sophisticated,negotiable,Basildonplatz,Basildonplatz,False,terraced_flat,2.5,0.0,1.0,False,Mettmann_Kreis,2381,costoso,,3
2381,122218,Nordrhein_Westfalen,False,True,708.0,2017.0,1.0,True,True,37,42.0,Rhein_Erft_Kreis,first_time_use,sophisticated,negotiable,Im blauen Garn,Im_blauen_Garn,True,apartment,1.0,1.0,11.0,True,Rhein_Erft_Kreis,2382,economico,monolocale,3
2382,122477,Nordrhein_Westfalen,False,False,585.0,1971.0,1.0,True,True,36,63.0,Bochum,modernized,normal,no,Krampenhof,Krampenhof,False,roof_storey,3.0,2.0,2.0,True,Bochum,2383,economico,,1
2383,122509,Nordrhein_Westfalen,False,True,900.0,1999.0,1.0,True,True,85a,103.6,Paderborn_Kreis,well_kept,sophisticated,negotiable,Hatzfelder Str.,Hatzfelder_Str.,False,maisonette,3.0,2.0,2.0,False,Paderborn_Kreis,2384,medio,,3
2384,122563,Nordrhein_Westfalen,False,True,960.0,2001.0,1.0,False,True,44,69.43,Köln,mint_condition,normal,negotiable,Rudolf-Amelunxen-Stra&szlig;e,Rudolf-Amelunxen-Straße,True,apartment,3.0,3.0,4.0,False,Köln,2385,economico,,2
2385,122611,Nordrhein_Westfalen,False,False,770.0,1880.0,1.0,False,True,27,84.0,Euskirchen_Kreis,well_kept,sophisticated,negotiable,alte gerberstr.,alte_gerberstr.,False,apartment,3.0,2.0,2.0,False,Euskirchen_Kreis,2386,medio,trilocale,1
2386,122643,Nordrhein_Westfalen,False,False,440.5,1900.0,1.0,True,True,35e,55.0,Unna_Kreis,well_kept,normal,no,Cappenbergerstr.,Cappenbergerstr.,False,apartment,2.0,2.0,3.0,False,Unna_Kreis,2387,economico,bilocale,0
2387,122651,Nordrhein_Westfalen,False,True,709.0,1997.0,1.0,False,True,41,80.44,Bielefeld,well_kept,normal,negotiable,Epiphanienweg,Epiphanienweg,False,apartment,3.0,2.0,3.0,False,Bielefeld,2388,economico,trilocale,1
2388,122655,Nordrhein_Westfalen,False,True,1300.0,1963.0,1.0,False,True,11,100.0,Rheinisch_Bergischer_Kreis,first_time_use_after_refurbishment,sophisticated,negotiable,Obere Conrad-Valdor-Stra&szlig;e,Obere_Conrad-Valdor-Straße,False,apartment,3.5,1.0,2.0,True,Rheinisch_Bergischer_Kreis,2389,costoso,,3
2389,122686,Nordrhein_Westfalen,False,True,2265.0,1968.0,1.0,True,True,14,156.0,Düsseldorf,negotiable,sophisticated,no,Heinrichstra&szlig;e,Heinrichstraße,False,penthouse,5.0,2.0,2.0,False,Düsseldorf,2390,costoso,per famiglie,2
2390,123049,Nordrhein_Westfalen,False,True,2016.0,2016.0,1.0,False,True,33b,119.29,Mülheim_an_der_Ruhr,mint_condition,luxury,negotiable,Uhlenhorstweg,Uhlenhorstweg,True,penthouse,4.0,2.0,2.0,True,Mülheim_an_der_Ruhr,2391,costoso,,2
2391,123053,Nordrhein_Westfalen,True,True,922.0,2019.0,1.0,False,False,48,84.0,Borken_Kreis,first_time_use,sophisticated,negotiable,Holten,Holten,False,roof_storey,4.0,2.0,2.0,False,Borken_Kreis,2392,medio,,3
2392,123098,Nordrhein_Westfalen,False,True,889.6,1998.0,1.0,False,False,123,88.7,Aachen_Kreis,fully_renovated,sophisticated,negotiable,&Uuml;bacher Weg,Übacher_Weg,False,apartment,4.0,1.0,2.0,False,Aachen_Kreis,2393,medio,,3
2393,123134,Nordrhein_Westfalen,False,False,720.0,1954.0,1.0,False,True,39,74.0,Bochum,first_time_use_after_refurbishment,normal,negotiable,Kronenstr.,Kronenstr.,False,apartment,2.0,2.0,2.0,False,Bochum,2394,economico,,1
2394,123196,Nordrhein_Westfalen,True,True,1715.0,2018.0,1.0,True,True,15,95.0,Düsseldorf,first_time_use,sophisticated,no,Hildegard-Knef-Stra&szlig;e,Hildegard-Knef-Straße,True,apartment,3.0,2.0,3.0,False,Düsseldorf,2395,costoso,trilocale,2
2395,123274,Nordrhein_Westfalen,False,True,564.28,1996.0,1.0,False,True,1,56.59,Neuss_Rhein_Kreis,well_kept,normal,no,Geschwister-Scholl-Str.,Geschwister-Scholl-Str.,False,roof_storey,2.0,3.0,3.0,False,Neuss_Rhein_Kreis,2396,economico,bilocale,1
2396,123293,Nordrhein_Westfalen,True,True,890.0,2020.0,0.0,False,True,16,46.0,Köln,first_time_use,luxury,negotiable,Kamekestra&szlig;e,Kamekestraße,True,apartment,2.0,1.0,4.0,False,Köln,2397,economico,,3
2397,123340,Nordrhein_Westfalen,False,True,745.0,1970.0,1.0,False,True,7,87.0,Rhein_Erft_Kreis,well_kept,normal,negotiable,Brandenburger Strasse,Brandenburger_Strasse,False,apartment,3.0,1.0,3.0,False,Rhein_Erft_Kreis,2398,economico,trilocale,1
2398,123359,Nordrhein_Westfalen,False,True,1195.0,2016.0,1.0,True,True,17,69.68,Düsseldorf,mint_condition,sophisticated,negotiable,Radebeger Str.,Radebeger_Str.,True,apartment,3.0,1.0,3.0,False,Düsseldorf,2399,economico,,2
2399,123478,Nordrhein_Westfalen,False,True,880.0,1974.0,1.0,False,True,64-66,87.0,Essen,mint_condition,sophisticated,negotiable,Bochumer Stra&szlig;e,Bochumer_Straße,True,apartment,4.0,17.0,20.0,False,Essen,2400,medio,,2
2400,123505,Nordrhein_Westfalen,False,True,1800.0,2004.0,1.0,False,True,104,111.2,Düsseldorf,well_kept,sophisticated,negotiable,Alt Heerdt,Alt_Heerdt,True,apartment,4.0,2.0,3.0,False,Düsseldorf,2401,costoso,,2
2401,123544,Nordrhein_Westfalen,False,True,611.0,1966.0,1.0,False,True,5,65.0,Ennepe_Ruhr_Kreis,fully_renovated,normal,negotiable,Cranachstra&szlig;e,Cranachstraße,False,apartment,2.5,4.0,5.0,False,Ennepe_Ruhr_Kreis,2402,medio,,1
2402,123703,Nordrhein_Westfalen,False,False,580.0,1988.0,1.0,False,True,20,70.0,Herford_Kreis,well_kept,normal,negotiable,Friedrich-R&uuml;ckert-Str.,Friedrich-Rückert-Str.,False,roof_storey,3.0,2.0,2.0,False,Herford_Kreis,2403,medio,trilocale,1
2403,123736,Nordrhein_Westfalen,True,True,1398.0,2019.0,1.0,False,True,96,97.7,Duisburg,first_time_use,luxury,yes,Sittardsberger Allee,Sittardsberger_Allee,True,ground_floor,3.5,0.0,2.0,True,Duisburg,2404,costoso,,3
2404,123964,Nordrhein_Westfalen,False,True,1225.0,1970.0,1.0,False,True,4,104.0,Leverkusen,fully_renovated,normal,no,Gregor-Mendel-Stra&szlig;e,Gregor-Mendel-Straße,True,apartment,4.0,2.0,4.0,False,Leverkusen,2405,costoso,,1
2405,124017,Nordrhein_Westfalen,False,True,3600.0,2006.0,2.0,True,True,9,200.0,Köln,fully_renovated,luxury,negotiable,Anna-Schneider-Steig,Anna-Schneider-Steig,True,apartment,4.5,3.0,5.0,False,Köln,2406,costoso,per famiglie,2
2406,124037,Nordrhein_Westfalen,False,True,1050.0,2015.0,1.0,True,True,68,81.0,Duisburg,mint_condition,sophisticated,negotiable,Kufsteiner Str.,Kufsteiner_Str.,True,roof_storey,2.0,2.0,2.0,False,Duisburg,2407,costoso,,3
2407,124054,Nordrhein_Westfalen,False,True,870.0,2002.0,1.0,False,True,13,85.0,Recklinghausen_Kreis,well_kept,sophisticated,no,Goethestr.,Goethestr.,False,roof_storey,3.0,3.0,3.0,False,Recklinghausen_Kreis,2408,costoso,trilocale,3
2408,124122,Nordrhein_Westfalen,False,True,600.0,1972.0,1.0,False,True,11,76.0,Bottrop,well_kept,normal,negotiable,Petersta&szlig;e,Peterstaße,False,roof_storey,3.5,3.0,3.0,False,Bottrop,2409,economico,,1
2409,124164,Nordrhein_Westfalen,False,False,488.54,2011.0,1.0,False,True,18,66.38,Wuppertal,mint_condition,sophisticated,negotiable,Markgrafenstra&szlig;e,Markgrafenstraße,True,apartment,2.0,1.0,1.0,False,Wuppertal,2410,economico,bilocale,3
2410,124242,Nordrhein_Westfalen,False,True,2950.0,2017.0,1.0,True,True,9,179.0,Bonn,mint_condition,luxury,negotiable,Beckers Garten,Beckers_Garten,True,apartment,3.0,1.0,3.0,False,Bonn,2411,costoso,,2
2411,124464,Nordrhein_Westfalen,False,True,900.0,1964.0,1.0,False,True,9,74.0,Mettmann_Kreis,well_kept,normal,negotiable,An der Tente,An_der_Tente,False,apartment,3.0,1.0,3.0,True,Mettmann_Kreis,2412,medio,trilocale,1
2412,124499,Nordrhein_Westfalen,False,True,1170.0,1997.0,1.0,True,True,20,95.0,Düsseldorf,fully_renovated,sophisticated,negotiable,Zwickauer Stra&szlig;e,Zwickauer_Straße,True,terraced_flat,2.0,1.0,4.0,True,Düsseldorf,2413,economico,,2
2413,124536,Nordrhein_Westfalen,True,True,2607.0,2018.0,1.0,True,True,117a,158.0,Bonn,first_time_use,sophisticated,negotiable,Adenauerallee,Adenauerallee,True,apartment,4.0,2.0,3.0,False,Bonn,2414,costoso,,2
2414,124539,Nordrhein_Westfalen,False,True,490.0,1990.0,1.0,True,True,38,48.0,Unna_Kreis,well_kept,normal,negotiable,Lortzingstra&szlig;e,Lortzingstraße,False,roof_storey,2.0,2.0,2.0,False,Unna_Kreis,2415,economico,,0
2415,124541,Nordrhein_Westfalen,False,True,1320.0,2004.0,1.0,True,True,7,91.0,Rhein_Erft_Kreis,mint_condition,luxury,negotiable,Baumschulenstra&szlig;e,Baumschulenstraße,True,maisonette,2.5,2.0,2.0,False,Rhein_Erft_Kreis,2416,costoso,,2
2416,124559,Nordrhein_Westfalen,True,True,1076.78,2020.0,1.0,True,False,57,85.72,Coesfeld_Kreis,first_time_use,sophisticated,negotiable,Schedelichstra&szlig;e,Schedelichstraße,True,ground_floor,3.0,0.0,2.0,True,Coesfeld_Kreis,2417,costoso,trilocale,3
2417,124587,Nordrhein_Westfalen,False,True,595.0,1996.0,1.0,False,True,18,54.45,Aachen,mint_condition,sophisticated,negotiable,Sophienstr.,Sophienstr.,False,apartment,1.0,3.0,4.0,False,Aachen,2418,economico,,3
2418,124611,Nordrhein_Westfalen,False,False,500.0,1898.0,1.0,False,True,59b,70.0,Hochsauerlandkreis,well_kept,normal,negotiable,Bahnhofstr.,Bahnhofstr.,False,roof_storey,3.0,2.0,2.0,True,Hochsauerlandkreis,2419,economico,trilocale,1
2419,124621,Nordrhein_Westfalen,True,True,680.0,2020.0,1.0,False,True,1,80.0,Rhein_Sieg_Kreis,first_time_use,sophisticated,no,Kirchstra&szlig;e,Kirchstraße,True,ground_floor,2.0,0.0,2.0,True,Rhein_Sieg_Kreis,2420,economico,,3
2420,124622,Nordrhein_Westfalen,False,True,880.0,1957.0,2.0,False,True,107 a,117.6,Gütersloh_Kreis,well_kept,normal,no,Berlinerstra&szlig;e,Berlinerstraße,False,roof_storey,3.5,3.0,3.0,False,Gütersloh_Kreis,2421,medio,,1
2421,124896,Nordrhein_Westfalen,True,True,1093.0,2017.0,1.0,False,True,41,81.0,Rhein_Sieg_Kreis,mint_condition,sophisticated,negotiable,Alfred-Delp-Stra&szlig;e,Alfred-Delp-Straße,True,apartment,3.0,1.0,3.0,True,Rhein_Sieg_Kreis,2422,costoso,trilocale,3
2422,124944,Nordrhein_Westfalen,False,True,1732.0,1971.0,1.0,False,True,22,145.0,Rheinisch_Bergischer_Kreis,mint_condition,sophisticated,negotiable,Moitzfeld,Moitzfeld,False,penthouse,4.0,3.0,3.0,False,Rheinisch_Bergischer_Kreis,2423,costoso,,2
2423,125185,Nordrhein_Westfalen,True,True,1770.0,2019.0,1.0,False,True,108,118.0,Rhein_Erft_Kreis,first_time_use,sophisticated,negotiable,Uhlstrasse,Uhlstrasse,True,apartment,5.0,1.0,3.0,False,Rhein_Erft_Kreis,2424,costoso,per famiglie,2
2424,125202,Nordrhein_Westfalen,True,True,995.0,2019.0,1.0,False,False,25,70.0,Münster,first_time_use,sophisticated,negotiable,Kr&ouml;gerweg,Krögerweg,False,apartment,2.0,2.0,2.0,False,Münster,2425,economico,,3
2425,125280,Nordrhein_Westfalen,False,True,1082.0,2012.0,1.0,True,True,62,86.02,Mönchengladbach,mint_condition,luxury,no,Gartenkamp,Gartenkamp,True,apartment,2.0,1.0,2.0,True,Mönchengladbach,2426,costoso,,3
2426,125284,Nordrhein_Westfalen,False,True,980.0,1978.0,1.0,False,True,20,115.93,Siegen_Wittgenstein_Kreis,well_kept,normal,yes,Gleiwitzer Stra&szlig;e,Gleiwitzer_Straße,False,ground_floor,5.0,0.0,2.0,False,Siegen_Wittgenstein_Kreis,2427,costoso,per famiglie,1
2427,125313,Nordrhein_Westfalen,False,True,800.0,1997.0,1.0,False,True,8,96.0,Unna_Kreis,mint_condition,normal,negotiable,Birkenweg,Birkenweg,False,roof_storey,3.0,2.0,2.0,False,Unna_Kreis,2428,medio,trilocale,0
2428,125344,Nordrhein_Westfalen,False,True,911.9,1955.0,1.0,False,True,25,87.0,Aachen,well_kept,normal,negotiable,Hubertusstra&szlig;e,Hubertusstraße,False,apartment,4.0,2.0,4.0,False,Aachen,2429,medio,,1
2429,125460,Nordrhein_Westfalen,False,True,600.0,1983.0,1.0,True,True,9,42.0,Köln,modernized,sophisticated,yes,Am Schulberg,Am_Schulberg,False,raised_ground_floor,1.0,0.0,3.0,False,Köln,2430,economico,monolocale,3
2430,125480,Nordrhein_Westfalen,False,True,897.8,1998.0,1.0,False,True,1d,98.16,Neuss_Rhein_Kreis,well_kept,normal,negotiable,Werner-Siemens-Strasse,Werner-Siemens-Strasse,False,maisonette,4.0,2.0,2.0,False,Neuss_Rhein_Kreis,2431,medio,,1
2431,125481,Nordrhein_Westfalen,False,True,676.95,2016.0,1.0,False,False,26,82.0,Bochum,mint_condition,normal,no,H&uuml;llerstr.,Hüllerstr.,True,apartment,3.0,1.0,4.0,False,Bochum,2432,economico,trilocale,1
2432,125508,Nordrhein_Westfalen,False,True,910.0,2008.0,1.0,True,True,44,90.0,Gütersloh_Kreis,well_kept,sophisticated,no,Gersteinstra&szlig;e,Gersteinstraße,False,maisonette,2.0,1.0,2.0,False,Gütersloh_Kreis,2433,medio,,3
2433,125512,Nordrhein_Westfalen,False,True,562.0,1987.0,1.0,False,True,3,72.53,Gelsenkirchen,well_kept,normal,negotiable,Kurt Schumacher Str.,Kurt_Schumacher_Str._,False,apartment,3.5,3.0,4.0,False,Gelsenkirchen,2434,medio,,1
2434,125541,Nordrhein_Westfalen,False,False,640.0,1910.0,0.0,False,True,554,69.0,Essen,first_time_use_after_refurbishment,sophisticated,negotiable,Altendorfer,Altendorfer,False,roof_storey,3.0,3.0,3.0,True,Essen,2435,economico,,3
2435,125545,Nordrhein_Westfalen,False,True,1870.0,2002.0,2.0,True,True,7c,160.0,Recklinghausen_Kreis,well_kept,sophisticated,negotiable,Hohenzollernstra&szlig;e,Hohenzollernstraße,True,penthouse,3.5,5.0,5.0,False,Recklinghausen_Kreis,2436,costoso,,2
2436,125556,Nordrhein_Westfalen,False,True,1060.0,2002.0,1.0,True,True,97,94.0,Mülheim_an_der_Ruhr,well_kept,normal,yes,Kampstra&szlig;e,Kampstraße,False,roof_storey,3.0,2.0,2.0,False,Mülheim_an_der_Ruhr,2437,medio,trilocale,1
2437,125656,Nordrhein_Westfalen,False,True,850.0,2000.0,1.0,False,True,18,83.0,Steinfurt_Kreis,well_kept,normal,no,Martinistr.,Martinistr._,True,apartment,3.0,1.0,2.0,False,Steinfurt_Kreis,2438,medio,trilocale,1
2438,125657,Nordrhein_Westfalen,False,False,450.0,1992.0,1.0,True,True,35-39,40.0,Aachen_Kreis,well_kept,normal,negotiable,Rolandstra&szlig;e,Rolandstraße,False,roof_storey,1.0,2.0,2.0,False,Aachen_Kreis,2439,economico,monolocale,1
2439,125711,Nordrhein_Westfalen,False,False,415.43,1958.0,1.0,False,True,14,37.27,Mettmann_Kreis,well_kept,normal,negotiable,Querstr.,Querstr.,False,apartment,2.0,2.0,3.0,False,Mettmann_Kreis,2440,economico,,1
2440,125912,Nordrhein_Westfalen,False,True,1195.0,1992.0,1.0,True,True,25-27,119.0,Bielefeld,well_kept,sophisticated,no,Viktoriastrasse,Viktoriastrasse,True,apartment,3.0,2.0,3.0,False,Bielefeld,2441,costoso,,2
2441,125940,Nordrhein_Westfalen,False,True,1300.0,2015.0,1.0,False,True,46,112.0,Unna_Kreis,mint_condition,sophisticated,negotiable,Grafenweg,Grafenweg,True,apartment,3.0,1.0,3.0,False,Unna_Kreis,2442,costoso,,0
2442,125962,Nordrhein_Westfalen,False,True,902.0,1950.0,1.0,False,True,86,98.0,Essen,well_kept,normal,negotiable,Dammannstr.,Dammannstr.,False,other,3.0,2.0,0.0,False,Essen,2443,medio,trilocale,1
2443,126005,Nordrhein_Westfalen,True,True,1125.0,2019.0,1.0,False,True,108,75.0,Rhein_Erft_Kreis,first_time_use,sophisticated,negotiable,Uhlstrasse,Uhlstrasse,True,apartment,3.0,2.0,3.0,False,Rhein_Erft_Kreis,2444,medio,trilocale,3
2444,126045,Nordrhein_Westfalen,False,True,1029.0,1996.0,1.0,False,True,23,107.0,Dortmund,fully_renovated,sophisticated,no,Sindfeld,Sindfeld,False,roof_storey,3.5,2.0,2.0,False,Dortmund,2445,medio,,3
2445,126053,Nordrhein_Westfalen,False,False,510.0,1925.0,1.0,False,True,18,65.0,Lippe_Kreis,first_time_use_after_refurbishment,normal,no,Kirchweg,Kirchweg,False,apartment,2.0,1.0,3.0,False,Lippe_Kreis,2446,economico,bilocale,1
2446,126066,Nordrhein_Westfalen,False,False,510.0,1954.0,0.0,False,True,68,51.0,Aachen,well_kept,normal,negotiable,H&uuml;ttenstr.,Hüttenstr.,False,apartment,2.0,1.0,4.0,True,Aachen,2447,economico,bilocale,1
2447,126348,Nordrhein_Westfalen,True,True,1253.0,2020.0,1.0,False,False,47,91.59,Recklinghausen_Kreis,first_time_use,sophisticated,no,Gr&uuml;ner Weg,Grüner_Weg,True,apartment,3.5,1.0,2.0,False,Recklinghausen_Kreis,2448,costoso,,3
2448,126420,Nordrhein_Westfalen,False,True,1087.05,1996.0,1.0,True,True,27,96.5,Recklinghausen_Kreis,well_kept,sophisticated,no,Johannesstr.,Johannesstr.,False,apartment,4.0,2.0,3.0,False,Recklinghausen_Kreis,2449,costoso,,3
